MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,state,ProductGroup
1152667,6788,132,4,1987,360.0,Low,2/1/1989 0:00,580,580,UNK,UNK,UNK,UNK,Florida,BL
1422568,4331,132,2,1988,0.0,UNK,1/20/2007 0:00,IT28B,IT28,B,UNK,UNK,UNK,New York,WL
1296082,6633,132,2,2000,0.0,UNK,9/15/2004 0:00,1840,1840,UNK,UNK,UNK,UNK,Texas,SSL
1063729,1990,121,3,1990,0.0,UNK,1/26/2006 0:00,EX270LC,EX270,UNK,UNK,LC,Large / Medium,Georgia,TEX
1455593,7271,132,6,1985,0.0,UNK,9/21/1993 0:00,936,936,UNK,UNK,UNK,Medium,Florida,WL
1383961,3170,132,1,1988,0.0,UNK,6/11/1998 0:00,580K,580,K,UNK,UNK,UNK,Florida,BL
1533688,3165,132,1,1981,0.0,UNK,5/2/1995 0:00,580D,580,D,UNK,UNK,UNK,Delaware,BL
1118472,4123,132,11,1970,0.0,UNK,5/28/1998 0:00,D6C,D6,C,UNK,UNK,Medium,Mississippi,TTT
1307194,4112,132,20,1978,0.0,UNK,3/1/1996 0:00,D5B,D5,B,UNK,UNK,UNK,Missouri,TTT
1386814,4228,132,99,1990,0.0,UNK,2/10/1994 0:00,EL300B,EL300,B,UNK,UNK,Large / Medium,Texas,TEX
1235075,3270,132,6,1980,300.0,Low,12/18/1996 0:00,980B,980,B,UNK,UNK,Large / Medium,Kentucky,TEX
1032854,7013,121,3,1000,3003.0,Low,10/14/2010 0:00,235,235,UNK,UNK,UNK,Large / Medium,North Carolina,TEX
1480648,4089,132,7,1980,0.0,UNK,9/6/2001 0:00,D3B,D3,B,UNK,UNK,UNK,Alabama,TTT
1343634,3199,132,2,1994,0.0,UNK,7/22/2000 0:00,621B,621,B,UNK,UNK,UNK,Maine,WL
258248,23926,132,7,1997,0.0,UNK,4/20/2006 0:00,12HNA,12,H,UNK,UNK,UNK,South Carolina,MG
1287016,1584,132,1,1995,0.0,UNK,3/30/2004 0:00,D5HIILGP,D5,H,II,LGP,Medium,Washington,TTT
1012876,11823,121,3,1998,8013.0,Medium,8/4/2011 0:00,70ZIV,70,Z,IV,UNK,Medium,Florida,WL
999406,4995,121,3,1996,0.0,UNK,11/15/2006 0:00,655D,655,D,UNK,UNK,UNK,Georgia,BL
1446575,4089,132,1,1984,0.0,UNK,6/17/2005 0:00,D3B,D3,B,UNK,UNK,UNK,North Carolina,TTT
1082472,3171,132,2,1998,0.0,UNK,3/17/2004 0:00,580L,580,L,UNK,UNK,UNK,Texas,BL
1480536,1526,132,4,1982,0.0,UNK,2/8/1996 0:00,D3BLGP,D3,B,UNK,LGP,UNK,Florida,TTT
122877,4333,132,1,1995,0.0,UNK,6/27/2003 0:00,IT28F,IT28,F,UNK,UNK,UNK,North Carolina,WL
1557907,3171,132,1,1997,0.0,UNK,3/2/2005 0:00,580L,580,L,UNK,UNK,UNK,Texas,BL
1254467,6633,132,1,1991,0.0,UNK,11/17/1998 0:00,1840,1840,UNK,UNK,UNK,UNK,Texas,SSL
1146947,7267,132,6,1973,0.0,UNK,6/30/1998 0:00,930,930,UNK,UNK,UNK,UNK,Wisconsin,WL
531601,1605,132,1,1979,0.0,UNK,4/16/1993 0:00,D6DLGP,D6,D,UNK,LGP,Medium,Texas,TTT
1204414,3170,132,4,1988,0.0,UNK,2/11/2002 0:00,580K,580,K,UNK,UNK,UNK,Florida,BL
1063773,5864,121,3,1998,16526.0,High,6/14/2007 0:00,L120C,L120,C,UNK,UNK,Medium,Florida,WL
1139494,6788,132,1,1991,0.0,UNK,3/14/1991 0:00,580,580,UNK,UNK,UNK,UNK,Florida,BL
32595,3357,132,7,1990,0.0,UNK,3/2/2001 0:00,12G,12,G,UNK,UNK,UNK,Alabama,MG
1507292,3112,132,2,1999,0.0,UNK,9/23/2005 0:00,1845C,1845,C,UNK,UNK,UNK,New Jersey,SSL
1443901,3164,132,9,1978,0.0,UNK,2/18/2002 0:00,580C,580,C,UNK,UNK,UNK,Florida,BL
1088953,4124,132,17,1977,0.0,UNK,5/7/2002 0:00,D6D,D6,D,UNK,UNK,Medium,Idaho,TTT
1085241,6878,132,1,1993,0.0,UNK,10/14/2004 0:00,921,921,UNK,UNK,UNK,Medium,Florida,WL
607861,4124,132,4,1993,0.0,UNK,2/12/2007 0:00,D6D,D6,D,UNK,UNK,Medium,Florida,TTT
1031760,7008,121,3,1000,0.0,UNK,4/8/2010 0:00,225,225,UNK,UNK,UNK,Large / Medium,Colorado,TEX
1515194,43,132,1,1991,0.0,UNK,6/27/2002 0:00,416II,416,UNK,II,UNK,UNK,Colorado,BL
1538024,3819,132,6,1986,0.0,UNK,3/26/1991 0:00,950B,950,B,UNK,UNK,Medium,Kentucky,WL
1159311,6788,132,2,1987,0.0,UNK,5/8/1993 0:00,580,580,UNK,UNK,UNK,UNK,Ohio,BL
1052815,1574,121,3,1999,4366.0,Medium,5/4/2006 0:00,D5CIIILGP,D5,C,III,LGP,UNK,Michigan,TTT
1083149,3171,132,4,1996,0.0,UNK,2/17/2001 0:00,580L,580,L,UNK,UNK,UNK,Florida,BL
1238565,6752,132,1,1981,0.0,UNK,6/13/1989 0:00,480,480,UNK,UNK,UNK,UNK,Illinois,BL
1222601,3165,132,23,1982,0.0,UNK,1/15/1994 0:00,580D,580,D,UNK,UNK,UNK,New Jersey,BL
193483,3415,132,1,1988,0.0,UNK,4/1/1999 0:00,235C,235,C,UNK,UNK,Large / Medium,Colorado,TEX
1081104,1092,132,2,1996,0.0,UNK,12/30/2004 0:00,307SSR,307,UNK,UNK,SSR,Mini,New York,TEX
1147884,6633,132,13,1998,0.0,UNK,9/16/2000 0:00,1840,1840,UNK,UNK,UNK,UNK,Tennessee,SSL
1499007,7110,132,2,1986,0.0,UNK,3/28/1996 0:00,416,416,UNK,UNK,UNK,UNK,New Jersey,BL
1407412,3178,132,13,1998,3664.0,Low,6/19/2010 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Tennessee,BL
1212004,3546,132,1,1994,0.0,UNK,6/7/2005 0:00,426B,426,B,UNK,UNK,UNK,California,BL
1099459,3112,132,1,1986,0.0,UNK,3/8/2006 0:00,1845C,1845,C,UNK,UNK,UNK,Illinois,SSL
1217531,3538,132,5,1998,0.0,UNK,6/11/2009 0:00,416C,416,C,UNK,UNK,UNK,North Carolina,BL
1197539,43,132,1,1991,0.0,UNK,3/11/1998 0:00,416II,416,UNK,II,UNK,UNK,Texas,BL
1289398,4324,132,1,1992,0.0,UNK,12/12/2001 0:00,IT14B,IT14,B,UNK,UNK,Compact,Texas,WL
1510058,4333,132,6,1996,0.0,UNK,1/28/1999 0:00,IT28F,IT28,F,UNK,UNK,UNK,New Mexico,WL
1036349,7939,121,3,1998,5791.0,Medium,1/28/2010 0:00,110,110,UNK,UNK,UNK,Small,Georgia,TEX
1105671,3170,132,6,1988,0.0,UNK,12/18/1996 0:00,580K,580,K,UNK,UNK,UNK,Kentucky,BL
1161625,3538,132,2,1997,0.0,UNK,6/12/2001 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL
1493201,1035,132,1,1987,0.0,UNK,9/27/2000 0:00,215CLC,215,C,UNK,LC,Small,Ohio,TEX
351864,7014,132,1,2000,0.0,UNK,4/12/2005 0:00,236,236,UNK,UNK,UNK,UNK,Maryland,SSL
1299170,3112,132,1,1990,0.0,UNK,12/2/1997 0:00,1845C,1845,C,UNK,UNK,UNK,Texas,SSL
1320993,7110,132,15,1988,0.0,UNK,4/10/2003 0:00,416,416,UNK,UNK,UNK,UNK,Pennsylvania,BL
138291,3537,121,3,1995,4010.0,Medium,7/29/2004 0:00,416B,416,B,UNK,UNK,UNK,South Carolina,BL
1037434,4333,121,3,1000,18902.0,Medium,9/8/2011 0:00,IT28F,IT28,F,UNK,UNK,UNK,Virginia,WL
1438923,3824,132,4,1998,0.0,UNK,2/17/2001 0:00,950G,950,G,UNK,UNK,Medium,Florida,WL
11184,23926,132,11,1998,0.0,UNK,3/29/2001 0:00,12HNA,12,H,UNK,UNK,UNK,Mississippi,MG
1535096,77,132,4,1994,3000.0,Low,2/9/2000 0:00,950FII,950,F,II,UNK,Medium,Florida,WL
1173214,6860,132,99,1999,0.0,UNK,3/20/2004 0:00,9007,9007,UNK,UNK,UNK,Mini,Minnesota,TEX
1512805,7008,132,99,1977,0.0,UNK,5/23/1990 0:00,225,225,UNK,UNK,UNK,Large / Medium,New Hampshire,TEX
999112,11794,121,3,2000,0.0,UNK,10/7/2004 0:00,214SE,214,SE,UNK,UNK,UNK,Texas,BL
1404735,4331,132,22,1987,0.0,UNK,12/21/1996 0:00,IT28B,IT28,B,UNK,UNK,UNK,Minnesota,WL
1287703,3164,132,1,1980,0.0,UNK,2/28/2001 0:00,580C,580,C,UNK,UNK,UNK,Texas,BL
107396,3538,132,1,1998,0.0,UNK,12/14/1999 0:00,416C,416,C,UNK,UNK,UNK,North Carolina,BL
1216358,3357,132,23,1977,0.0,UNK,7/13/1996 0:00,12G,12,G,UNK,UNK,UNK,Florida,MG
1150771,3170,132,2,1988,0.0,UNK,2/7/1996 0:00,580K,580,K,UNK,UNK,UNK,Florida,BL
1138060,1526,132,4,1984,0.0,UNK,2/5/1991 0:00,D3BLGP,D3,B,UNK,LGP,UNK,Florida,TTT
774902,7009,132,1,1999,0.0,UNK,2/18/2003 0:00,226,226,UNK,UNK,UNK,UNK,Florida,SSL
1014447,7054,121,3,1993,5905.0,Medium,12/7/2006 0:00,311,311,UNK,UNK,UNK,Small,Minnesota,TEX
1342379,3243,132,1,1998,0.0,UNK,4/9/2003 0:00,85XT,85,XT,UNK,UNK,UNK,Missouri,SSL
1123164,3170,132,1,1987,0.0,UNK,12/14/1994 0:00,580K,580,K,UNK,UNK,UNK,Texas,BL
880387,3537,121,3,1996,6147.0,Medium,3/5/2009 0:00,416B,416,B,UNK,UNK,UNK,Washington,BL
1321067,3819,132,1,1983,0.0,UNK,6/30/2006 0:00,950B,950,B,UNK,UNK,Medium,Minnesota,WL
599625,4148,132,1,1982,0.0,UNK,5/1/1990 0:00,D8L,D8,L,UNK,UNK,Large,Maine,TTT
1523530,3538,132,1,1999,0.0,UNK,6/12/2002 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL
203560,3824,121,3,2000,12769.0,High,5/17/2007 0:00,950G,950,G,UNK,UNK,Medium,Colorado,WL
1181347,3357,132,1,1987,0.0,UNK,5/30/1996 0:00,12G,12,G,UNK,UNK,UNK,California,MG
1202576,4104,132,2,1978,0.0,UNK,2/4/2002 0:00,D4E,D4,E,UNK,UNK,UNK,Florida,TTT
1518739,3326,132,1,1973,0.0,UNK,5/13/1999 0:00,W26B,W26,B,UNK,UNK,Medium,Texas,WL
1517220,3170,132,1,1992,0.0,UNK,3/11/1998 0:00,580K,580,K,UNK,UNK,UNK,Texas,BL
840313,77,132,5,1996,0.0,UNK,7/27/2001 0:00,950FII,950,F,II,UNK,Medium,Maine,WL
1093298,23931,132,1,1996,0.0,UNK,5/9/2006 0:00,140HNA,140,H,UNK,UNK,UNK,Texas,MG
1090793,1587,132,1,1990,0.0,UNK,5/21/1991 0:00,D5HLGP,D5,H,UNK,LGP,Medium,Oregon,TTT
1520711,3170,132,2,1987,0.0,UNK,7/27/2003 0:00,580K,580,K,UNK,UNK,UNK,New York,BL
1132723,4124,132,8,1981,0.0,UNK,10/12/2006 0:00,D6D,D6,D,UNK,UNK,Medium,Florida,TTT
1551303,4113,132,6,1992,0.0,UNK,6/19/1997 0:00,D5C,D5,C,UNK,UNK,UNK,Florida,TTT
1158349,3415,132,2,1988,0.0,UNK,3/18/1999 0:00,235C,235,C,UNK,UNK,Large / Medium,New Jersey,TEX
1338215,4089,132,1,1986,0.0,UNK,9/21/1989 0:00,D3B,D3,B,UNK,UNK,UNK,Florida,TTT
1198081,4123,132,1,1971,0.0,UNK,2/22/2000 0:00,D6C,D6,C,UNK,UNK,Medium,Texas,TTT
1378228,3178,132,1,2000,0.0,UNK,3/18/2009 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Washington,BL
1104727,6788,132,6,1986,0.0,UNK,2/23/1990 0:00,580,580,UNK,UNK,UNK,UNK,Oklahoma,BL
1391694,3208,132,1,1983,0.0,UNK,12/7/2000 0:00,680H,680,UNK,UNK,H,UNK,Washington,BL
1155056,6788,132,1,1974,0.0,UNK,9/19/1989 0:00,580,580,UNK,UNK,UNK,UNK,Washington,BL
1348732,3190,132,1,1996,0.0,UNK,10/20/2005 0:00,590SUPER L,590,SUPER L,UNK,UNK,UNK,Tennessee,BL
1046285,16103,121,3,1000,1233.0,Low,9/6/2007 0:00,110Z,110,Z,UNK,UNK,Large,Kentucky,WL
78747,3538,132,2,1999,0.0,UNK,9/18/2004 0:00,416C,416,C,UNK,UNK,UNK,New Jersey,BL
749799,4102,132,1,1989,0.0,UNK,9/22/1994 0:00,D4C,D4,C,UNK,UNK,UNK,Colorado,TTT
1010669,7267,121,3,1978,0.0,UNK,4/21/2005 0:00,930,930,UNK,UNK,UNK,UNK,Texas,WL
1281595,6558,132,6,1979,550.0,Low,3/29/1991 0:00,1150,1150,UNK,UNK,UNK,Medium,Kansas,TTT
1520385,945,132,19,1993,0.0,UNK,2/24/2005 0:00,480FLL,480,F,UNK,LL,UNK,New Mexico,BL
1301807,22318,132,2,1987,0.0,UNK,1/23/1993 0:00,680,680,UNK,UNK,UNK,UNK,New York,BL
1522435,3084,132,2,1999,0.0,UNK,5/4/2002 0:00,1150G,1150,G,UNK,UNK,Medium,Tennessee,TTT
1349445,3171,132,7,1995,0.0,UNK,8/30/2006 0:00,580L,580,L,UNK,UNK,UNK,Alabama,BL
1237434,4125,132,1,1993,0.0,UNK,4/4/1996 0:00,D6E,D6,E,UNK,UNK,Medium,Georgia,TTT
1087268,1092,132,2,1993,0.0,UNK,10/21/2000 0:00,307SSR,307,UNK,UNK,SSR,Mini,Connecticut,TEX
1022962,4794,121,3,1996,8311.0,High,12/15/2005 0:00,710D,710,D,UNK,UNK,UNK,California,BL
90334,3538,132,1,1998,0.0,UNK,12/14/2005 0:00,416C,416,C,UNK,UNK,UNK,Maryland,BL
1098475,3406,132,99,1988,0.0,UNK,9/28/1995 0:00,225B,225,B,UNK,UNK,Large / Medium,Utah,TEX
1428506,3170,132,14,1987,0.0,UNK,6/23/2000 0:00,580K,580,K,UNK,UNK,UNK,Indiana,BL
1408447,6752,132,24,1980,0.0,UNK,3/24/1992 0:00,480,480,UNK,UNK,UNK,UNK,Georgia,BL
1408258,3357,132,1,1985,0.0,UNK,2/20/2003 0:00,12G,12,G,UNK,UNK,UNK,Florida,MG
1136834,4102,132,2,1988,0.0,UNK,1/29/1994 0:00,D4C,D4,C,UNK,UNK,UNK,New Hampshire,TTT
1552859,1652,132,1,1990,0.0,UNK,5/12/1994 0:00,D7HLGP,D7,H,UNK,LGP,Large,Wisconsin,TTT
1520869,7267,132,6,1971,0.0,UNK,3/15/1996 0:00,930,930,UNK,UNK,UNK,UNK,New Mexico,WL
1146011,3112,132,9,1999,0.0,UNK,2/18/2002 0:00,1845C,1845,C,UNK,UNK,UNK,Florida,SSL
545081,7110,132,14,1990,0.0,UNK,3/21/1997 0:00,416,416,UNK,UNK,UNK,UNK,Indiana,BL
406989,7070,132,4,1996,0.0,UNK,2/5/1998 0:00,320,320,UNK,UNK,UNK,Large / Medium,Florida,TEX
1446574,6788,132,2,1984,0.0,UNK,5/16/1992 0:00,580,580,UNK,UNK,UNK,UNK,New Hampshire,BL
646273,1211,132,1,1997,0.0,UNK,12/6/2005 0:00,325BL,325,B,UNK,L,Large / Medium,Washington,TEX
1258232,7036,132,4,2000,0.0,UNK,2/7/2005 0:00,301.5,301.5,UNK,UNK,UNK,Mini,Florida,TEX
1453872,1233,132,5,1994,0.0,UNK,11/14/2008 0:00,325LN,325,UNK,UNK,LN,Large / Medium,Connecticut,TEX
1253719,23931,132,19,1998,0.0,UNK,12/15/2005 0:00,140HNA,140,H,UNK,UNK,UNK,California,MG
12581,43,132,6,1992,0.0,UNK,3/2/1995 0:00,416II,416,UNK,II,UNK,UNK,Florida,BL
1064677,3856,121,3,1000,12267.0,Medium,6/25/2009 0:00,966E,966,E,UNK,UNK,Medium,Alabama,WL
16306,77,132,7,1997,0.0,UNK,9/15/2000 0:00,950FII,950,F,II,UNK,Medium,Alabama,WL
1248795,4128,132,1,1987,0.0,UNK,3/14/1991 0:00,D6H,D6,H,UNK,UNK,Medium,Florida,TTT
1424207,3112,132,1,2000,0.0,UNK,4/11/2007 0:00,1845C,1845,C,UNK,UNK,UNK,Ohio,SSL
1248057,3819,132,1,1983,0.0,UNK,3/7/2001 0:00,950B,950,B,UNK,UNK,Medium,Missouri,WL
1139241,3112,132,1,1995,0.0,UNK,2/19/1998 0:00,1845C,1845,C,UNK,UNK,UNK,California,SSL
1531961,3171,132,1,1998,6041.0,Medium,3/9/2011 0:00,580L,580,L,UNK,UNK,UNK,Texas,BL
1138193,3178,132,8,1995,0.0,UNK,9/22/2004 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Mississippi,BL
1519294,3803,132,1,1988,0.0,UNK,4/27/1993 0:00,936E,936,E,UNK,UNK,Medium,Missouri,WL
700730,3538,132,3,1999,0.0,UNK,10/16/2003 0:00,416C,416,C,UNK,UNK,UNK,Unspecified,BL
973344,4035,132,1,1993,0.0,UNK,10/17/2002 0:00,D10N,D10,N,UNK,UNK,Large,Idaho,TTT
1025478,2801,121,3,1999,20080.0,High,10/30/2008 0:00,EX450LC5,EX450,UNK,LC,5,Large / Medium,Georgia,TEX
1390895,4124,132,2,1984,0.0,UNK,2/5/1997 0:00,D6D,D6,D,UNK,UNK,Medium,Florida,TTT
1433365,3883,132,15,1977,0.0,UNK,6/11/2009 0:00,988B,988,B,UNK,UNK,Large,Pennsylvania,WL
1324030,999,132,1,1994,0.0,UNK,2/21/2008 0:00,850GLT,850,G,UNK,LT,UNK,Florida,TTT
142017,7257,132,4,1988,0.0,UNK,10/28/1993 0:00,910,910,UNK,UNK,UNK,Compact,Georgia,WL
1154612,4203,132,13,1990,0.0,UNK,9/16/2000 0:00,E200B,E200,B,UNK,UNK,Small,Tennessee,TEX
1181879,7501,132,9,1988,0.0,UNK,2/9/1999 0:00,E110,E110,UNK,UNK,UNK,Small,Florida,TEX
1488637,6845,132,1,1990,0.0,UNK,3/26/2002 0:00,821,821,UNK,UNK,UNK,Medium,Maryland,WL
1034303,7267,121,3,1000,7306.0,Low,8/31/2011 0:00,930,930,UNK,UNK,UNK,UNK,Florida,WL
1005713,12253,121,3,1996,5098.0,Medium,10/5/2006 0:00,SE130LCM-2,SE130,LCM,-2,UNK,Small,Minnesota,TEX
1169854,1046,132,6,1990,0.0,UNK,12/18/1996 0:00,225DLC,225,D,UNK,LC,Large / Medium,Kentucky,TEX
69373,4329,132,4,1996,0.0,UNK,2/10/2003 0:00,IT24F,IT24,F,UNK,UNK,UNK,Florida,WL
1508580,1648,132,7,1979,0.0,UNK,3/8/2006 0:00,D7GLGP,D7,G,UNK,LGP,Large,Alabama,TTT
1103123,6788,132,2,1980,0.0,UNK,10/3/1992 0:00,580,580,UNK,UNK,UNK,UNK,Pennsylvania,BL
1173445,4148,132,1,1984,0.0,UNK,6/28/1990 0:00,D8L,D8,L,UNK,UNK,Large,Colorado,TTT
1344368,3177,132,1,1994,0.0,UNK,9/20/2006 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,Washington,BL
1188624,4112,132,10,1983,0.0,UNK,5/21/1993 0:00,D5B,D5,B,UNK,UNK,UNK,Mississippi,TTT
1111481,3415,132,9,1989,0.0,UNK,5/15/2003 0:00,235C,235,C,UNK,UNK,Large / Medium,South Carolina,TEX
1237130,3415,132,2,1991,0.0,UNK,10/4/1997 0:00,235C,235,C,UNK,UNK,Large / Medium,Pennsylvania,TEX
1393678,4203,132,2,1988,0.0,UNK,2/7/1996 0:00,E200B,E200,B,UNK,UNK,Small,Florida,TEX
1369948,7267,132,1,1976,0.0,UNK,11/6/1990 0:00,930,930,UNK,UNK,UNK,UNK,Oregon,WL
1067452,3357,121,3,1980,0.0,UNK,9/8/2005 0:00,12G,12,G,UNK,UNK,UNK,Texas,MG
691525,2758,132,2,1998,0.0,UNK,10/5/2002 0:00,D5CIII,D5,C,III,UNK,UNK,Pennsylvania,TTT
1394310,3176,132,1,1982,0.0,UNK,6/22/2006 0:00,580SUPER E,580,SUPER E,UNK,UNK,UNK,Colorado,BL
165723,3357,132,12,1977,0.0,UNK,3/21/2000 0:00,12G,12,G,UNK,UNK,UNK,South Carolina,MG
1067122,3546,132,6,1994,0.0,UNK,11/7/1997 0:00,426B,426,B,UNK,UNK,UNK,Arizona,BL
1556798,7008,132,2,1985,0.0,UNK,4/17/1993 0:00,225,225,UNK,UNK,UNK,Large / Medium,New York,TEX
1105534,3112,132,16,1996,0.0,UNK,5/3/2001 0:00,1845C,1845,C,UNK,UNK,UNK,Ohio,SSL
1310498,3112,132,1,1999,0.0,UNK,9/12/2003 0:00,1845C,1845,C,UNK,UNK,UNK,Missouri,SSL
1003314,77,121,3,1998,12812.0,Medium,12/10/2009 0:00,950FII,950,F,II,UNK,Medium,Florida,WL
1537219,3171,132,2,1997,0.0,UNK,12/12/2001 0:00,580L,580,L,UNK,UNK,UNK,Texas,BL
514442,4107,121,3,1000,7133.0,Low,5/20/2010 0:00,D4H,D4,H,UNK,UNK,UNK,California,TTT
39885,3538,132,13,1997,0.0,UNK,3/19/2005 0:00,416C,416,C,UNK,UNK,UNK,Tennessee,BL
31377,7110,132,2,1987,0.0,UNK,2/8/2001 0:00,416,416,UNK,UNK,UNK,UNK,Florida,BL
1482684,3166,132,1,1985,0.0,UNK,3/2/2004 0:00,580E,580,E,UNK,UNK,UNK,Iowa,BL
1370016,1587,132,1,1989,0.0,UNK,8/28/2001 0:00,D5HLGP,D5,H,UNK,LGP,Medium,Missouri,TTT
279377,43,132,1,1990,0.0,UNK,12/11/1995 0:00,416II,416,UNK,II,UNK,UNK,Wisconsin,BL
1264389,7267,132,1,1984,0.0,UNK,9/28/2004 0:00,930,930,UNK,UNK,UNK,UNK,Illinois,WL
1004647,9345,121,3,1000,3515.0,Low,9/8/2011 0:00,932,932,UNK,UNK,UNK,UNK,Virginia,TEX
1222315,4089,132,1,1984,0.0,UNK,3/1/1991 0:00,D3B,D3,B,UNK,UNK,UNK,South Carolina,TTT
1230004,3177,132,1,1994,0.0,UNK,4/8/2004 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,Georgia,BL
1150195,4146,132,99,1965,0.0,UNK,9/15/1994 0:00,D8H,D8,H,UNK,UNK,Large,Oregon,TTT
1002917,15473,121,3,2000,4375.0,Medium,5/19/2005 0:00,HL760,HL760,UNK,UNK,UNK,Medium,North Carolina,WL
1301243,6951,132,1,1982,0.0,UNK,6/7/1990 0:00,W18,W18,UNK,UNK,UNK,UNK,Washington,WL
912143,4323,132,2,1994,0.0,UNK,7/30/2004 0:00,IT12F,IT12,F,UNK,UNK,Compact,Kentucky,WL
108398,3538,121,3,1999,1429.0,Low,7/29/2004 0:00,416C,416,C,UNK,UNK,UNK,North Carolina,BL
1381808,3178,132,2,1995,0.0,UNK,1/21/2006 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Ohio,BL
1448349,6633,132,2,1996,0.0,UNK,10/13/2001 0:00,1840,1840,UNK,UNK,UNK,UNK,Tennessee,SSL
1046891,2144,121,3,2000,7288.0,Medium,2/25/2010 0:00,SK210LC,SK210,UNK,UNK,LC,Large / Medium,Florida,TEX
1150427,3357,132,1,1975,0.0,UNK,4/21/1992 0:00,12G,12,G,UNK,UNK,UNK,Minnesota,MG
255538,4333,132,2,1993,0.0,UNK,2/2/2003 0:00,IT28F,IT28,F,UNK,UNK,UNK,Florida,WL
1182153,3112,132,99,1999,3250.0,Medium,5/20/2011 0:00,1845C,1845,C,UNK,UNK,UNK,South Dakota,SSL
1078500,7267,132,14,1977,0.0,UNK,7/29/2000 0:00,930,930,UNK,UNK,UNK,UNK,Indiana,WL
1086204,7267,132,25,1976,0.0,UNK,5/14/1994 0:00,930,930,UNK,UNK,UNK,UNK,California,WL
1021582,6633,121,3,1996,4059.0,Medium,4/1/2010 0:00,1840,1840,UNK,UNK,UNK,UNK,Pennsylvania,SSL
1119491,77,132,6,1993,0.0,UNK,3/13/1997 0:00,950FII,950,F,II,UNK,Medium,Florida,WL
810552,3538,132,2,1997,0.0,UNK,4/5/2002 0:00,416C,416,C,UNK,UNK,UNK,North Carolina,BL
1450337,6633,132,18,1998,0.0,UNK,4/21/2001 0:00,1840,1840,UNK,UNK,UNK,UNK,Pennsylvania,SSL
1237168,7110,132,1,1987,0.0,UNK,8/31/2005 0:00,416,416,UNK,UNK,UNK,UNK,Georgia,BL
886266,13854,121,3,1992,13462.0,High,3/11/2004 0:00,D6HII,D6,H,II,UNK,Medium,Texas,TTT
1133763,4128,132,1,1987,0.0,UNK,4/28/1995 0:00,D6H,D6,H,UNK,UNK,Medium,Wisconsin,TTT
1466004,4331,132,2,1993,0.0,UNK,3/28/1996 0:00,IT28B,IT28,B,UNK,UNK,UNK,New Jersey,WL
1111617,6633,132,1,1994,0.0,UNK,3/9/2005 0:00,1840,1840,UNK,UNK,UNK,UNK,Minnesota,SSL
1144947,3257,132,1,1997,0.0,UNK,4/5/2001 0:00,9040B,9040,B,UNK,UNK,Large / Medium,Georgia,TEX
883883,13854,132,7,1994,0.0,UNK,6/9/2010 0:00,D6HII,D6,H,II,UNK,Medium,Alabama,TTT
1380503,3269,132,1,1998,0.0,UNK,3/8/2006 0:00,95XT,95,XT,UNK,UNK,UNK,Illinois,SSL
1206095,7271,132,1,1987,0.0,UNK,3/15/1990 0:00,936,936,UNK,UNK,UNK,Medium,Florida,WL
1404072,7110,132,24,1986,0.0,UNK,8/12/1999 0:00,416,416,UNK,UNK,UNK,UNK,North Dakota,BL
1474996,7010,132,24,1987,1380.0,Medium,7/20/1989 0:00,229,229,UNK,UNK,UNK,Large / Medium,Georgia,TEX
1414998,7261,132,6,1970,0.0,UNK,7/23/1998 0:00,920,920,UNK,UNK,UNK,UNK,Texas,WL
1448631,3269,132,2,1998,0.0,UNK,12/10/2003 0:00,95XT,95,XT,UNK,UNK,UNK,Texas,SSL
1112614,4089,132,1,1981,0.0,UNK,6/23/2004 0:00,D3B,D3,B,UNK,UNK,UNK,Washington,TTT
478553,4124,132,1,1984,0.0,UNK,2/28/2003 0:00,D6D,D6,D,UNK,UNK,Medium,Texas,TTT
860770,4124,132,1,1979,0.0,UNK,6/26/1996 0:00,D6D,D6,D,UNK,UNK,Medium,Wyoming,TTT
1321288,43,132,1,1991,0.0,UNK,10/6/1998 0:00,416II,416,UNK,II,UNK,UNK,Wyoming,BL
1150697,3171,132,1,1998,0.0,UNK,12/1/2004 0:00,580L,580,L,UNK,UNK,UNK,Arizona,BL
1479617,3893,132,1,1982,0.0,UNK,4/29/2008 0:00,992C,992,C,UNK,UNK,Large,California,WL
1549176,3170,132,13,1991,0.0,UNK,3/16/1996 0:00,580K,580,K,UNK,UNK,UNK,Tennessee,BL
1468099,6783,132,99,1991,0.0,UNK,5/31/1997 0:00,550,550,UNK,UNK,UNK,UNK,Wisconsin,TTT
1181948,43,132,13,1991,0.0,UNK,3/18/2000 0:00,416II,416,UNK,II,UNK,UNK,Tennessee,BL
1388283,6633,132,2,1000,0.0,UNK,7/20/2005 0:00,1840,1840,UNK,UNK,UNK,UNK,Texas,SSL
