MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,state,ProductGroup,SalePrice
1358982,3171,132,2,1999,0.0,UNK,10/9/2007 0:00,580L,580,L,UNK,UNK,UNK,Florida,BL,23000
1470851,6953,132,1,1978,0.0,UNK,10/20/1992 0:00,W20,W20,UNK,UNK,UNK,UNK,Texas,WL,13000
1459032,4146,132,2,1973,0.0,UNK,2/1/2007 0:00,D8H,D8,H,UNK,UNK,Large,Florida,TTT,26000
1163960,4146,132,1,1970,0.0,UNK,10/5/1989 0:00,D8H,D8,H,UNK,UNK,Large,Ohio,TTT,26000
101705,23931,132,8,2000,0.0,UNK,9/13/2006 0:00,140HNA,140,H,UNK,UNK,UNK,Mississippi,MG,140000
1202083,3204,132,6,1995,1000.0,Low,4/7/1998 0:00,650G,650,G,UNK,UNK,UNK,Kentucky,TTT,46000
1263418,1596,132,1,1997,0.0,UNK,9/21/2004 0:00,D5MLGP,D5,M,UNK,LGP,Medium,North Carolina,TTT,47000
1011281,13864,121,3,1995,2347.0,Low,3/8/2007 0:00,D6HIIXL,D6,H,II,XL,Medium,Texas,TTT,83000
1027844,3883,121,3,1000,11943.0,Low,4/29/2010 0:00,988B,988,B,UNK,UNK,Large,Kentucky,WL,19000
1512405,3883,132,1,1987,0.0,UNK,12/7/2001 0:00,988B,988,B,UNK,UNK,Large,Colorado,WL,44000
120899,4146,132,1,1974,0.0,UNK,3/23/2005 0:00,D8H,D8,H,UNK,UNK,Large,North Carolina,TTT,10000
1284754,3357,132,1,1980,0.0,UNK,10/8/1993 0:00,12G,12,G,UNK,UNK,UNK,California,MG,49000
1361791,3177,132,1,1991,0.0,UNK,6/22/2011 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,Texas,BL,16000
1230949,7110,132,1,1989,0.0,UNK,6/8/2004 0:00,416,416,UNK,UNK,UNK,UNK,California,BL,17000
1337711,4104,132,1,1978,0.0,UNK,10/21/2003 0:00,D4E,D4,E,UNK,UNK,UNK,Ohio,TTT,12500
807390,3538,132,1,1997,0.0,UNK,3/1/2006 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL,29000
1065001,7511,121,3,1000,3075.0,Low,1/10/2008 0:00,E70,E70,UNK,UNK,UNK,Mini,Missouri,TEX,15500
1367478,4112,132,13,1985,0.0,UNK,1/29/2005 0:00,D5B,D5,B,UNK,UNK,UNK,Georgia,TTT,22000
1377842,3178,132,2,1995,0.0,UNK,9/27/2006 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Texas,BL,23000
686955,1046,132,2,1991,0.0,UNK,8/21/1999 0:00,225DLC,225,D,UNK,LC,Large / Medium,Wisconsin,TEX,40000
1323866,3112,132,2,1988,0.0,UNK,6/29/2002 0:00,1845C,1845,C,UNK,UNK,UNK,Pennsylvania,SSL,8250
1322502,1587,132,1,1987,0.0,UNK,12/7/1993 0:00,D5HLGP,D5,H,UNK,LGP,Medium,Texas,TTT,56000
1374203,6633,132,99,1994,0.0,UNK,7/17/2010 0:00,1840,1840,UNK,UNK,UNK,UNK,Wisconsin,SSL,5250
1394809,7008,132,2,1984,0.0,UNK,10/3/1992 0:00,225,225,UNK,UNK,UNK,Large / Medium,Pennsylvania,TEX,42500
871351,107,132,2,1991,500.0,Medium,3/12/1993 0:00,D3CII,D3,C,II,UNK,UNK,New Jersey,TTT,31000
1034468,4333,121,3,1000,14172.0,Medium,7/15/2010 0:00,IT28F,IT28,F,UNK,UNK,UNK,Utah,WL,23500
1306692,3112,132,1,1994,0.0,UNK,6/27/2002 0:00,1845C,1845,C,UNK,UNK,UNK,Colorado,SSL,6500
113090,1276,132,1,1995,0.0,UNK,3/23/2000 0:00,330L,330,UNK,UNK,L,Large / Medium,North Carolina,TEX,90000
1510882,6788,132,4,1987,0.0,UNK,2/4/1992 0:00,580,580,UNK,UNK,UNK,UNK,Florida,BL,17750
1330583,3170,132,2,1988,0.0,UNK,5/14/1994 0:00,580K,580,K,UNK,UNK,UNK,New York,BL,26000
895417,1587,132,1,1987,0.0,UNK,11/28/2001 0:00,D5HLGP,D5,H,UNK,LGP,Medium,Texas,TTT,27000
28524,3238,132,8,2000,0.0,UNK,5/28/2008 0:00,850G,850,G,UNK,UNK,UNK,Mississippi,TTT,12500
1470384,3546,132,10,1993,0.0,UNK,6/27/2001 0:00,426B,426,B,UNK,UNK,UNK,Louisiana,BL,16000
770126,3819,132,4,1987,0.0,UNK,2/9/2000 0:00,950B,950,B,UNK,UNK,Medium,Florida,WL,38000
1471356,3170,132,1,1990,0.0,UNK,9/11/1997 0:00,580K,580,K,UNK,UNK,UNK,California,BL,23000
1534282,3112,132,1,1999,0.0,UNK,3/8/2006 0:00,1845C,1845,C,UNK,UNK,UNK,Illinois,SSL,10500
1231590,3254,132,1,1996,0.0,UNK,6/10/2009 0:00,9020B,9020,B,UNK,UNK,Small,Texas,TEX,17000
1307124,3819,132,5,1983,0.0,UNK,4/16/1994 0:00,950B,950,B,UNK,UNK,Medium,Maine,WL,31000
181076,77,132,1,1993,0.0,UNK,8/29/2006 0:00,950FII,950,F,II,UNK,Medium,California,WL,69000
1152625,3883,132,15,1978,0.0,UNK,11/10/2005 0:00,988B,988,B,UNK,UNK,Large,Pennsylvania,WL,23000
1024596,3362,121,3,1000,5242.0,Low,5/14/2009 0:00,140G,140,G,UNK,UNK,UNK,Michigan,MG,61000
216538,4102,132,2,1990,0.0,UNK,3/18/1999 0:00,D4C,D4,C,UNK,UNK,UNK,New Jersey,TTT,33000
1168504,4329,132,1,1999,0.0,UNK,2/17/2004 0:00,IT24F,IT24,F,UNK,UNK,UNK,Florida,WL,36000
1278971,3357,132,23,1979,0.0,UNK,3/24/1994 0:00,12G,12,G,UNK,UNK,UNK,Pennsylvania,MG,48500
1005224,586,121,3,1999,15.0,Low,4/7/2011 0:00,WA180-3L,WA180,UNK,-3L,UNK,UNK,Florida,WL,28000
1140366,3767,132,4,1994,0.0,UNK,2/7/2005 0:00,918F,918,F,UNK,UNK,UNK,Florida,WL,24000
1451089,1129,132,1,1998,0.0,UNK,9/20/2005 0:00,315BL,315,B,UNK,L,Small,Illinois,TEX,61000
1350347,6788,132,1,1983,0.0,UNK,2/28/1989 0:00,580,580,UNK,UNK,UNK,UNK,Arizona,BL,15000
1095895,6783,132,10,1991,0.0,UNK,12/7/1995 0:00,550,550,UNK,UNK,UNK,UNK,Louisiana,TTT,22500
1032288,658,121,3,1999,3817.0,Medium,3/18/2010 0:00,WB140-2,WB140,UNK,-2,UNK,UNK,New Hampshire,BL,21000
1079096,3170,132,14,1987,0.0,UNK,9/12/1996 0:00,580K,580,K,UNK,UNK,UNK,Indiana,BL,26000
1149015,1229,132,1,1992,0.0,UNK,9/25/2000 0:00,325L,325,UNK,UNK,L,Large / Medium,Missouri,TEX,51000
1208066,3406,132,18,1987,0.0,UNK,4/8/1999 0:00,225B,225,B,UNK,UNK,Large / Medium,New Jersey,TEX,34000
1487396,3199,132,2,1996,0.0,UNK,2/2/2003 0:00,621B,621,B,UNK,UNK,UNK,Florida,WL,27000
1292737,1026,132,10,1986,0.0,UNK,4/18/1996 0:00,211LC,211,UNK,UNK,LC,Small,Louisiana,TEX,17000
1184100,13854,132,2,1993,0.0,UNK,9/13/2003 0:00,D6HII,D6,H,II,UNK,Medium,New Jersey,TTT,43000
1251756,7511,132,9,1988,0.0,UNK,5/16/2002 0:00,E70,E70,UNK,UNK,UNK,Mini,South Carolina,TEX,8800
1293677,4089,132,8,1984,0.0,UNK,3/26/2003 0:00,D3B,D3,B,UNK,UNK,UNK,Mississippi,TTT,12250
1275564,3112,132,9,1993,0.0,UNK,2/23/2006 0:00,1845C,1845,C,UNK,UNK,UNK,Florida,SSL,7250
382872,3538,132,1,1999,0.0,UNK,2/26/2002 0:00,416C,416,C,UNK,UNK,UNK,Arizona,BL,35000
1062214,4147,121,3,1977,571.0,Low,5/4/2006 0:00,D8K,D8,K,UNK,UNK,Large,Alabama,TTT,35000
1067786,4875,121,3,1000,4075.0,Low,1/28/2010 0:00,520C,520,C,UNK,UNK,Medium,Alabama,WL,14500
1051269,4572,121,3,1999,5354.0,Medium,12/14/2005 0:00,160LC,160,UNK,UNK,LC,Small,West Virginia,TEX,31000
872583,1129,132,3,1999,0.0,UNK,8/8/2002 0:00,315BL,315,B,UNK,L,Small,Unspecified,TEX,64000
1312018,7524,132,1,1988,0.0,UNK,10/30/1990 0:00,EL300,EL300,UNK,UNK,UNK,Large / Medium,Maryland,TEX,74000
580804,4334,121,3,1998,2354.0,Low,4/29/2010 0:00,IT28G,IT28,G,UNK,UNK,Medium,Illinois,WL,49000
1372463,3112,132,2,1993,0.0,UNK,9/19/2000 0:00,1845C,1845,C,UNK,UNK,UNK,Texas,SSL,5500
1015294,212,121,3,1997,9875.0,Medium,4/22/2010 0:00,D39E-1,D39,E,-1,UNK,UNK,Georgia,TTT,15500
1294447,4104,132,10,1980,0.0,UNK,5/20/1999 0:00,D4E,D4,E,UNK,UNK,UNK,Louisiana,TTT,16500
613385,1623,132,1,1998,0.0,UNK,5/20/2004 0:00,D6MLGP,D6,M,UNK,LGP,Medium,Texas,TTT,65000
1238476,3247,132,1,1000,0.0,UNK,2/20/2007 0:00,880D,880,D,UNK,UNK,Small,Florida,TEX,7500
18950,3357,132,4,1976,0.0,UNK,2/5/1998 0:00,12G,12,G,UNK,UNK,UNK,Florida,MG,43000
1201389,4123,132,6,1971,0.0,UNK,4/16/1998 0:00,D6C,D6,C,UNK,UNK,Medium,North Carolina,TTT,22000
1361678,3170,132,18,1989,0.0,UNK,4/27/1996 0:00,580K,580,K,UNK,UNK,UNK,Pennsylvania,BL,17250
1555285,4101,132,1,1987,0.0,UNK,5/5/1992 0:00,D4B,D4,B,UNK,UNK,UNK,Maryland,TTT,22500
1224916,1092,132,2,1993,0.0,UNK,12/13/1997 0:00,307SSR,307,UNK,UNK,SSR,Mini,Pennsylvania,TEX,30500
1006777,250,121,3,2000,11298.0,High,7/12/2007 0:00,D61PX-12,D61,PX,-12,UNK,Medium,Georgia,TTT,36500
1347212,3538,132,1,1999,0.0,UNK,6/10/2004 0:00,416C,416,C,UNK,UNK,UNK,Illinois,BL,26000
1338306,3538,132,1,1999,0.0,UNK,6/10/2004 0:00,416C,416,C,UNK,UNK,UNK,Illinois,BL,26000
1175122,1681,132,5,1988,0.0,UNK,6/16/2000 0:00,E200BL,E200,B,UNK,L,Small,Connecticut,TEX,27500
1262998,1526,132,2,1985,0.0,UNK,8/28/1999 0:00,D3BLGP,D3,B,UNK,LGP,UNK,New York,TTT,11000
1273064,3803,132,1,1990,0.0,UNK,9/12/2002 0:00,936E,936,E,UNK,UNK,Medium,Texas,WL,27000
1379055,3210,132,1,1989,0.0,UNK,9/16/2003 0:00,680L,680,UNK,UNK,L,UNK,Ohio,BL,9000
1406650,3538,132,1,1997,0.0,UNK,2/28/2007 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL,28000
1207851,7008,132,99,1982,0.0,UNK,9/9/2003 0:00,225,225,UNK,UNK,UNK,Large / Medium,Missouri,TEX,16000
1414855,6742,132,24,1984,0.0,UNK,8/9/1990 0:00,450,450,UNK,UNK,UNK,UNK,Georgia,TTT,13750
1521788,6531,132,1,1980,0.0,UNK,6/7/1990 0:00,350,350,UNK,UNK,UNK,Large / Medium,Washington,TEX,11000
1481047,3357,132,1,1976,0.0,UNK,8/31/2005 0:00,12G,12,G,UNK,UNK,UNK,Georgia,MG,36000
1002789,222,121,3,1999,6804.0,Medium,3/12/2008 0:00,D41P-6,D41,P,-6,UNK,UNK,Florida,TTT,22500
1488886,77,132,19,1993,0.0,UNK,5/12/2005 0:00,950FII,950,F,II,UNK,Medium,Nebraska,WL,60000
150203,3538,132,4,1999,0.0,UNK,11/3/2005 0:00,416C,416,C,UNK,UNK,UNK,Georgia,BL,26000
449988,3561,121,3,1997,3403.0,Medium,5/4/2006 0:00,436C,436,C,UNK,UNK,UNK,California,BL,28500
1084830,3178,132,2,1998,0.0,UNK,4/28/2001 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Ohio,BL,34000
252367,1578,121,3,1998,2585.0,Medium,2/26/2004 0:00,D5CLGP,D5,C,UNK,LGP,UNK,South Carolina,TTT,28500
1383682,6788,132,6,1977,0.0,UNK,4/23/1991 0:00,580,580,UNK,UNK,UNK,UNK,Kentucky,BL,9300
1100096,3112,132,2,1998,0.0,UNK,1/19/2002 0:00,1845C,1845,C,UNK,UNK,UNK,Ohio,SSL,12500
1113877,3567,132,1,1994,0.0,UNK,4/29/2008 0:00,446B,446,B,UNK,UNK,UNK,California,BL,18500
1305656,3406,132,1,1988,0.0,UNK,6/26/1991 0:00,225B,225,B,UNK,UNK,Large / Medium,Nevada,TEX,102500
1148610,4148,132,1,1983,0.0,UNK,3/15/2001 0:00,D8L,D8,L,UNK,UNK,Large,Colorado,TTT,49000
1367824,3112,132,2,1996,0.0,UNK,6/21/2002 0:00,1845C,1845,C,UNK,UNK,UNK,Virginia,SSL,9250
598563,3538,132,1,1997,0.0,UNK,11/6/2002 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL,26000
1486538,954,132,10,1996,0.0,UNK,5/20/2008 0:00,550GLT,550,G,UNK,LT,UNK,Louisiana,TTT,24000
1321189,3762,132,9,1993,0.0,UNK,4/6/2000 0:00,910F,910,F,UNK,UNK,Compact,Texas,WL,31500
32955,1596,132,99,1999,2759.0,Low,4/11/2007 0:00,D5MLGP,D5,M,UNK,LGP,Medium,Alabama,TTT,43000
1000642,4711,121,3,1992,6728.0,Medium,12/14/2005 0:00,550G,550,G,UNK,UNK,UNK,West Virginia,TTT,18000
1388334,4146,132,1,1974,0.0,UNK,3/25/2003 0:00,D8H,D8,H,UNK,UNK,Large,Washington,TTT,10000
1331168,3170,132,17,1989,0.0,UNK,11/9/1999 0:00,580K,580,K,UNK,UNK,UNK,Washington,BL,15000
1506366,4124,132,12,1978,0.0,UNK,9/20/2000 0:00,D6D,D6,D,UNK,UNK,Medium,South Carolina,TTT,22500
1310063,6751,132,1,1975,0.0,UNK,6/10/2004 0:00,475,475,UNK,UNK,UNK,UNK,Illinois,TTT,9500
1121988,3178,132,1,1997,0.0,UNK,6/27/2006 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,North Carolina,BL,20000
850850,3567,132,5,1998,0.0,UNK,6/16/2006 0:00,446B,446,B,UNK,UNK,UNK,Connecticut,BL,27500
1139741,3178,132,4,1996,0.0,UNK,2/11/2002 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Florida,BL,22000
258739,3357,132,10,1983,0.0,UNK,8/26/1998 0:00,12G,12,G,UNK,UNK,UNK,Louisiana,MG,36500
1424193,3883,132,1,1978,0.0,UNK,12/15/1998 0:00,988B,988,B,UNK,UNK,Large,Washington,WL,30000
1341890,4137,132,1,1962,0.0,UNK,6/15/2004 0:00,D7E,D7,E,UNK,UNK,Large,Wyoming,TTT,23000
332159,1614,132,1,1990,0.0,UNK,6/10/2005 0:00,D6HLGP,D6,H,UNK,LGP,Medium,Pennsylvania,TTT,30000
1114689,3164,132,1,1982,0.0,UNK,12/13/2006 0:00,580C,580,C,UNK,UNK,UNK,Maryland,BL,13500
1418142,7110,132,11,1986,0.0,UNK,9/6/2000 0:00,416,416,UNK,UNK,UNK,UNK,Mississippi,BL,15000
1201471,3164,132,21,1977,0.0,UNK,5/13/1999 0:00,580C,580,C,UNK,UNK,UNK,Maine,BL,11000
1075857,1584,132,2,1993,0.0,UNK,2/2/1999 0:00,D5HIILGP,D5,H,II,LGP,Medium,Florida,TTT,57500
1357684,1526,132,99,1979,0.0,UNK,3/16/1995 0:00,D3BLGP,D3,B,UNK,LGP,UNK,Texas,TTT,16000
1495357,3200,132,1,1999,0.0,UNK,8/14/2002 0:00,621C,621,C,UNK,UNK,UNK,Texas,WL,46000
1530956,7008,132,2,1981,0.0,UNK,11/7/1992 0:00,225,225,UNK,UNK,UNK,Large / Medium,New York,TEX,32000
1146238,3178,132,1,1996,0.0,UNK,6/28/2001 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Colorado,BL,20000
1260793,4146,132,6,1971,0.0,UNK,12/18/1996 0:00,D8H,D8,H,UNK,UNK,Large,Kentucky,TTT,16500
684251,4331,132,11,1991,0.0,UNK,12/6/2000 0:00,IT28B,IT28,B,UNK,UNK,UNK,Mississippi,WL,30000
1524224,3857,132,1,1991,0.0,UNK,2/28/2007 0:00,966F,966,F,UNK,UNK,Medium,Texas,WL,68000
1371290,3822,132,1,1989,0.0,UNK,3/14/2000 0:00,950E,950,E,UNK,UNK,Medium,Texas,WL,47000
1040337,10830,121,3,1997,1041.0,Low,12/15/2005 0:00,2050,2050,UNK,UNK,UNK,UNK,Wyoming,SSL,6750
1194569,3171,132,1,1998,0.0,UNK,9/11/2003 0:00,580L,580,L,UNK,UNK,UNK,California,BL,24500
1381428,7110,132,6,1986,0.0,UNK,3/27/1997 0:00,416,416,UNK,UNK,UNK,UNK,Texas,BL,20000
1420592,6979,132,99,1973,0.0,UNK,5/19/1994 0:00,16,16,UNK,UNK,UNK,UNK,Ohio,MG,13000
1324779,3161,132,2,1999,0.0,UNK,9/16/2006 0:00,550G,550,G,UNK,UNK,UNK,New Jersey,TTT,20000
1279229,3178,132,1,1996,0.0,UNK,9/15/2004 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Texas,BL,22000
1180224,1549,132,1,1988,0.0,UNK,6/8/1999 0:00,D4CLGP,D4,C,UNK,LGP,UNK,Maryland,TTT,18000
1123548,3171,132,1,2000,0.0,UNK,3/21/2005 0:00,580L,580,L,UNK,UNK,UNK,Arizona,BL,20000
1190470,3171,132,2,1996,0.0,UNK,3/17/2004 0:00,580L,580,L,UNK,UNK,UNK,Texas,BL,22000
1449474,3112,132,1,2000,0.0,UNK,3/11/2010 0:00,1845C,1845,C,UNK,UNK,UNK,Illinois,SSL,7000
25192,1192,132,1,1998,0.0,UNK,10/19/2000 0:00,322BL,322,B,UNK,L,Large / Medium,Tennessee,TEX,80000
1243541,4157,132,1,1989,0.0,UNK,3/17/2004 0:00,D9N,D9,N,UNK,UNK,Large,Texas,TTT,95000
1083434,3357,132,1,1980,0.0,UNK,6/11/2003 0:00,12G,12,G,UNK,UNK,UNK,Texas,MG,40000
1545884,4113,132,2,1993,0.0,UNK,2/8/1995 0:00,D5C,D5,C,UNK,UNK,UNK,Florida,TTT,65000
1301037,3171,132,6,1995,0.0,UNK,11/13/1997 0:00,580L,580,L,UNK,UNK,UNK,North Carolina,BL,27000
703145,3782,132,1,1994,0.0,UNK,6/15/2001 0:00,928F,928,F,UNK,UNK,UNK,Nevada,WL,36000
1425456,3486,132,1,1996,0.0,UNK,10/13/2005 0:00,320B,320,B,UNK,UNK,Large / Medium,Florida,TEX,35000
1081014,3804,132,6,1993,0.0,UNK,10/21/1997 0:00,936F,936,F,UNK,UNK,Medium,Texas,WL,100000
597869,1584,132,1,1995,0.0,UNK,8/16/2000 0:00,D5HIILGP,D5,H,II,LGP,Medium,Texas,TTT,44000
1478671,3170,132,1,1988,0.0,UNK,9/29/1999 0:00,580K,580,K,UNK,UNK,UNK,Washington,BL,12500
1027140,4581,121,3,1998,11151.0,Medium,6/24/2010 0:00,230LC,230,UNK,UNK,LC,Large / Medium,Oregon,TEX,17500
1380299,3170,132,2,1987,0.0,UNK,5/13/1995 0:00,580K,580,K,UNK,UNK,UNK,New York,BL,24000
427125,7009,132,2,1999,0.0,UNK,2/4/2002 0:00,226,226,UNK,UNK,UNK,UNK,Florida,SSL,15000
1246561,4089,132,6,1984,1380.0,Medium,6/27/1989 0:00,D3B,D3,B,UNK,UNK,UNK,Kansas,TTT,25000
1001001,265,121,3,1999,7242.0,Medium,8/19/2010 0:00,D65PX-12,D65,PX,-12,UNK,Large,North Dakota,TTT,46000
1187312,6633,132,1,1998,0.0,UNK,2/26/2004 0:00,1840,1840,UNK,UNK,UNK,UNK,Arizona,SSL,7500
1057804,3177,121,3,1993,0.0,UNK,6/16/2005 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,Tennessee,BL,16000
1099685,7008,132,4,1977,0.0,UNK,2/1/1989 0:00,225,225,UNK,UNK,UNK,Large / Medium,Florida,TEX,72500
873658,4089,132,5,1984,0.0,UNK,4/6/2006 0:00,D3B,D3,B,UNK,UNK,UNK,Connecticut,TTT,13750
1431626,6633,132,2,1996,0.0,UNK,9/21/1999 0:00,1840,1840,UNK,UNK,UNK,UNK,Texas,SSL,8850
1275509,4146,132,1,1966,0.0,UNK,5/25/2004 0:00,D8H,D8,H,UNK,UNK,Large,New Mexico,TTT,15500
1129664,7110,132,2,1987,0.0,UNK,8/9/2003 0:00,416,416,UNK,UNK,UNK,UNK,Ohio,BL,15500
1256329,3164,132,25,1977,0.0,UNK,7/30/1994 0:00,580C,580,C,UNK,UNK,UNK,California,BL,10500
1095268,4156,132,1,1981,0.0,UNK,8/29/2006 0:00,D9L,D9,L,UNK,UNK,Large,California,TTT,90000
1531493,6531,132,1,1982,0.0,UNK,4/19/1990 0:00,350,350,UNK,UNK,UNK,Large / Medium,Maryland,TEX,37000
123112,3351,132,1,1996,0.0,UNK,3/1/2006 0:00,120H,120,H,UNK,UNK,UNK,Texas,MG,80000
1078264,3893,132,19,1987,0.0,UNK,12/3/1999 0:00,992C,992,C,UNK,UNK,Large,Nevada,WL,87500
1304825,3170,132,6,1990,0.0,UNK,8/11/1995 0:00,580K,580,K,UNK,UNK,UNK,Texas,BL,20000
1394556,3320,132,27,1981,0.0,UNK,9/16/2005 0:00,W20B,W20,B,UNK,UNK,UNK,North Carolina,WL,11000
1515180,3538,132,1,1998,0.0,UNK,6/20/2002 0:00,416C,416,C,UNK,UNK,UNK,Illinois,BL,36000
1521079,3170,132,25,1988,0.0,UNK,7/19/1996 0:00,580K,580,K,UNK,UNK,UNK,California,BL,20000
1212021,3170,132,1,1989,0.0,UNK,3/13/2003 0:00,580K,580,K,UNK,UNK,UNK,Illinois,BL,10000
1049987,3243,121,3,1999,5580.0,Medium,10/27/2011 0:00,85XT,85,XT,UNK,UNK,UNK,Kansas,SSL,10750
1332196,3369,132,1,1968,0.0,UNK,9/17/2003 0:00,14E,14,E,UNK,UNK,UNK,Texas,MG,11500
1210308,6793,132,2,1993,0.0,UNK,10/5/1996 0:00,590,590,UNK,UNK,UNK,UNK,Pennsylvania,BL,36000
1145182,7008,132,1,1981,0.0,UNK,4/12/1990 0:00,225,225,UNK,UNK,UNK,Large / Medium,Texas,TEX,41000
1034738,3856,121,3,1000,0.0,UNK,12/22/2011 0:00,966E,966,E,UNK,UNK,Medium,Texas,WL,49000
1139233,3170,132,2,1991,0.0,UNK,6/6/1998 0:00,580K,580,K,UNK,UNK,UNK,Connecticut,BL,24000
1020148,9551,121,3,1999,1137.0,Low,12/15/2005 0:00,763,763,UNK,UNK,UNK,UNK,Michigan,SSL,9000
1535369,7267,132,13,1984,0.0,UNK,6/12/2004 0:00,930,930,UNK,UNK,UNK,UNK,Tennessee,WL,29000
97440,1611,132,2,1991,0.0,UNK,12/10/1994 0:00,D6HIILGP,D6,H,II,LGP,Medium,Pennsylvania,TTT,105000
1454319,6633,132,1,2000,0.0,UNK,10/1/2004 0:00,1840,1840,UNK,UNK,UNK,UNK,Colorado,SSL,9500
1337611,3854,132,2,1986,0.0,UNK,2/4/2002 0:00,966C,966,C,UNK,UNK,Medium,Florida,WL,29000
253970,4113,132,99,1993,0.0,UNK,1/21/2000 0:00,D5C,D5,C,UNK,UNK,UNK,South Carolina,TTT,39000
1153672,3178,132,10,1000,0.0,UNK,10/16/1998 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Louisiana,BL,25500
1402037,6633,132,13,1997,0.0,UNK,9/15/2001 0:00,1840,1840,UNK,UNK,UNK,UNK,Tennessee,SSL,9000
1233485,6633,132,2,1996,0.0,UNK,3/27/2003 0:00,1840,1840,UNK,UNK,UNK,UNK,New Jersey,SSL,10000
814744,7054,132,2,1994,0.0,UNK,9/8/2000 0:00,311,311,UNK,UNK,UNK,Small,New York,TEX,30000
1394962,1597,132,13,1998,0.0,UNK,3/20/2004 0:00,D5MXL,D5,M,UNK,XL,Medium,Tennessee,TTT,52000
1085225,3263,132,2,1997,0.0,UNK,10/13/2001 0:00,921B,921,B,UNK,UNK,Medium,Tennessee,WL,61000
1318203,3171,132,1,1997,0.0,UNK,4/11/2007 0:00,580L,580,L,UNK,UNK,UNK,Ohio,BL,21500
840090,7008,132,2,1984,0.0,UNK,5/22/1999 0:00,225,225,UNK,UNK,UNK,Large / Medium,Connecticut,TEX,20000
209160,3538,121,3,1998,3835.0,Medium,9/16/2004 0:00,416C,416,C,UNK,UNK,UNK,Florida,BL,28500
856102,4327,132,1,1992,0.0,UNK,6/28/2005 0:00,IT18B,IT18,B,UNK,UNK,UNK,Maryland,WL,24000
1342290,3178,132,1,1995,0.0,UNK,3/21/2005 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Arizona,BL,19500
1029605,1907,121,3,1000,0.0,UNK,1/27/2011 0:00,690ELC,690,E,UNK,LC,Large / Medium,Texas,TEX,15500
1442283,3883,132,1,1980,0.0,UNK,9/9/1999 0:00,988B,988,B,UNK,UNK,Large,Georgia,WL,39000
1441599,4331,132,6,1988,0.0,UNK,4/7/1994 0:00,IT28B,IT28,B,UNK,UNK,UNK,Maryland,WL,52000
1441856,3112,132,6,1982,0.0,UNK,4/7/1994 0:00,1845C,1845,C,UNK,UNK,UNK,Maryland,SSL,14000
1083577,3412,132,1,1990,0.0,UNK,6/8/1999 0:00,231D,231,D,UNK,UNK,Large / Medium,Maryland,TEX,20000
1253937,7118,132,2,1989,0.0,UNK,2/4/1998 0:00,436,436,UNK,UNK,UNK,UNK,Florida,BL,18250
1375501,4104,132,1,1982,0.0,UNK,6/27/1995 0:00,D4E,D4,E,UNK,UNK,UNK,Texas,TTT,27500
1330748,6788,132,1,1983,0.0,UNK,5/16/1991 0:00,580,580,UNK,UNK,UNK,UNK,Arizona,BL,14000
1094934,6751,132,1,1979,0.0,UNK,3/26/2002 0:00,475,475,UNK,UNK,UNK,UNK,Washington,TTT,10500
1531353,4327,132,4,1990,0.0,UNK,2/9/2004 0:00,IT18B,IT18,B,UNK,UNK,UNK,Florida,WL,26500
1285471,3803,132,6,1988,0.0,UNK,10/12/1994 0:00,936E,936,E,UNK,UNK,Medium,California,WL,59000
1066995,3538,121,3,1999,0.0,UNK,10/7/2010 0:00,416C,416,C,UNK,UNK,UNK,Tennessee,BL,20500
1381435,3171,132,14,1996,4289.0,Low,3/26/2010 0:00,580L,580,L,UNK,UNK,UNK,Indiana,BL,16000
1256248,1611,132,1,1991,0.0,UNK,6/18/2002 0:00,D6HIILGP,D6,H,II,LGP,Medium,Washington,TTT,31000
1176471,4146,132,2,1964,0.0,UNK,3/18/2005 0:00,D8H,D8,H,UNK,UNK,Large,Nevada,TTT,17000
1424909,4137,132,1,1967,0.0,UNK,6/3/2005 0:00,D7E,D7,E,UNK,UNK,Large,Nevada,TTT,13500
118958,1211,132,2,1996,0.0,UNK,6/27/2000 0:00,325BL,325,B,UNK,L,Large / Medium,Georgia,TEX,105000
1066150,26212,121,3,1000,20398.0,Medium,7/12/2007 0:00,555,555,UNK,UNK,UNK,Medium,Pennsylvania,WL,19000
1198337,1129,132,2,1998,0.0,UNK,4/7/2001 0:00,315BL,315,B,UNK,L,Small,Ohio,TEX,58000
1279067,7013,132,1,1983,0.0,UNK,6/17/1998 0:00,235,235,UNK,UNK,UNK,Large / Medium,Texas,TEX,32500
